region_code,region,item,element,unit,year,amount
143,Central Asia,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
143,Central Asia,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
143,Central Asia,"Prevalence of unaffordability (PUA), percent",Value,%,Y2020,19.0
143,Central Asia,"Prevalence of unaffordability (PUA), percent",Value,%,Y2020,19.1
143,Central Asia,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2020,14.5
143,Central Asia,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2020,14.6
030,Eastern Asia,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,4.66
030,Eastern Asia,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
030,Eastern Asia,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
030,Eastern Asia,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
030,Eastern Asia,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
030,Eastern Asia,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
030,Eastern Asia,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
030,Eastern Asia,"Prevalence of unaffordability (PUA), percent",Value,%,Y2020,22.2
030,Eastern Asia,"Prevalence of unaffordability (PUA), percent",Value,%,Y2020,21.3
030,Eastern Asia,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2020,369.4
030,Eastern Asia,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2020,354.1
034,Southern Asia,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,3.57
034,Southern Asia,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
034,Southern Asia,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
034,Southern Asia,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
034,Southern Asia,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
034,Southern Asia,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
034,Southern Asia,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
034,Southern Asia,"Prevalence of unaffordability (PUA), percent",Value,%,Y2020,53.8
034,Southern Asia,"Prevalence of unaffordability (PUA), percent",Value,%,Y2020,57.7
034,Southern Asia,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2020,1067.9
034,Southern Asia,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2020,1144.0
127,Southern Asia (excluding India),"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,3.61
127,Southern Asia (excluding India),"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
127,Southern Asia (excluding India),"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
127,Southern Asia (excluding India),"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
127,Southern Asia (excluding India),"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
127,Southern Asia (excluding India),"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
127,Southern Asia (excluding India),"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
127,Southern Asia (excluding India),"Prevalence of unaffordability (PUA), percent",Value,%,Y2020,49.5
127,Southern Asia (excluding India),"Prevalence of unaffordability (PUA), percent",Value,%,Y2020,49.1
127,Southern Asia (excluding India),"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2020,287.7
127,Southern Asia (excluding India),"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2020,285.3
035,South-eastern Asia,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,3.89
035,South-eastern Asia,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
035,South-eastern Asia,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
035,South-eastern Asia,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
035,South-eastern Asia,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
035,South-eastern Asia,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
035,South-eastern Asia,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
035,South-eastern Asia,"Prevalence of unaffordability (PUA), percent",Value,%,Y2020,36.6
035,South-eastern Asia,"Prevalence of unaffordability (PUA), percent",Value,%,Y2020,37.2
035,South-eastern Asia,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2020,246.8
035,South-eastern Asia,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2020,251.2
145,Western Asia,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,3.03
145,Western Asia,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
145,Western Asia,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
145,Western Asia,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
145,Western Asia,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
145,Western Asia,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
145,Western Asia,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
145,Western Asia,"Prevalence of unaffordability (PUA), percent",Value,%,Y2020,16.8
145,Western Asia,"Prevalence of unaffordability (PUA), percent",Value,%,Y2020,21.8
145,Western Asia,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2020,48.4
145,Western Asia,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2020,62.8
150,Europe,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,3.05
150,Europe,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
150,Europe,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
150,Europe,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
150,Europe,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
150,Europe,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
150,Europe,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
150,Europe,"Prevalence of unaffordability (PUA), percent",Value,%,Y2020,7.1
150,Europe,"Prevalence of unaffordability (PUA), percent",Value,%,Y2020,7.2
150,Europe,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2020,53.3
150,Europe,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2020,53.8
151,Eastern Europe,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,3.18
151,Eastern Europe,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
151,Eastern Europe,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
151,Eastern Europe,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
151,Eastern Europe,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
151,Eastern Europe,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
151,Eastern Europe,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
151,Eastern Europe,"Prevalence of unaffordability (PUA), percent",Value,%,Y2020,9.7
151,Eastern Europe,"Prevalence of unaffordability (PUA), percent",Value,%,Y2020,9.8
151,Eastern Europe,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2020,28.4
151,Eastern Europe,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2020,28.8
154,Northern Europe,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,2.84
154,Northern Europe,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
154,Northern Europe,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
154,Northern Europe,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
154,Northern Europe,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
154,Northern Europe,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
154,Northern Europe,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
154,Northern Europe,"Prevalence of unaffordability (PUA), percent",Value,%,Y2020,2.9
154,Northern Europe,"Prevalence of unaffordability (PUA), percent",Value,%,Y2020,2.9
154,Northern Europe,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2020,3.1
154,Northern Europe,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2020,3.1
039,Southern Europe,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,3.39
039,Southern Europe,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
039,Southern Europe,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
039,Southern Europe,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
039,Southern Europe,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
039,Southern Europe,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
039,Southern Europe,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
039,Southern Europe,"Prevalence of unaffordability (PUA), percent",Value,%,Y2020,11.4
039,Southern Europe,"Prevalence of unaffordability (PUA), percent",Value,%,Y2020,11.4
039,Southern Europe,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2020,17.4
039,Southern Europe,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2020,17.5
155,Western Europe,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,2.6
155,Western Europe,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
155,Western Europe,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
155,Western Europe,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
155,Western Europe,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
155,Western Europe,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
155,Western Europe,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
155,Western Europe,"Prevalence of unaffordability (PUA), percent",Value,%,Y2020,2.3
155,Western Europe,"Prevalence of unaffordability (PUA), percent",Value,%,Y2020,2.3
155,Western Europe,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2020,4.4
155,Western Europe,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2020,4.5
009,Oceania,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,2.94
009,Oceania,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
009,Oceania,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
009,Oceania,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
009,Oceania,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
009,Oceania,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
009,Oceania,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
009,Oceania,"Prevalence of unaffordability (PUA), percent",Value,%,Y2020,21.2
009,Oceania,"Prevalence of unaffordability (PUA), percent",Value,%,Y2020,21.2
009,Oceania,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2020,9.3
009,Oceania,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2020,9.4
053,Australia and New Zealand,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,2.67
053,Australia and New Zealand,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
053,Australia and New Zealand,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
053,Australia and New Zealand,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
053,Australia and New Zealand,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
053,Australia and New Zealand,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
053,Australia and New Zealand,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
053,Australia and New Zealand,"Prevalence of unaffordability (PUA), percent",Value,%,Y2020,3.5
053,Australia and New Zealand,"Prevalence of unaffordability (PUA), percent",Value,%,Y2020,3.5
053,Australia and New Zealand,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2020,1.1
053,Australia and New Zealand,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2020,1.1
199,Least Developed Countries (LDCs),"Prevalence of unaffordability (PUA), percent",Value,%,Y2020,65.8
199,Least Developed Countries (LDCs),"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2020,713.2
432,Land Locked Developing Countries (LLDCs),"Prevalence of unaffordability (PUA), percent",Value,%,Y2020,53.1
432,Land Locked Developing Countries (LLDCs),"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2020,287.6
722,Small Island Developing States (SIDS),"Prevalence of unaffordability (PUA), percent",Value,%,Y2020,48.0
722,Small Island Developing States (SIDS),"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2020,34.2
901,Low Income Food Deficit Countries (LIFDCs),"Prevalence of unaffordability (PUA), percent",Value,%,Y2020,66.7
901,Low Income Food Deficit Countries (LIFDCs),"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2020,659.5
904,Low-income economies,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,3.24
904,Low-income economies,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
904,Low-income economies,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
904,Low-income economies,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
904,Low-income economies,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
904,Low-income economies,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
904,Low-income economies,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
904,Low-income economies,"Prevalence of unaffordability (PUA), percent",Value,%,Y2020,71.9
904,Low-income economies,"Prevalence of unaffordability (PUA), percent",Value,%,Y2020,73.0
904,Low-income economies,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2020,488.9
904,Low-income economies,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2020,495.9
905,Lower-middle-income economies,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,3.49
905,Lower-middle-income economies,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
905,Lower-middle-income economies,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
905,Lower-middle-income economies,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
905,Lower-middle-income economies,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
905,Lower-middle-income economies,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
905,Lower-middle-income economies,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
905,Lower-middle-income economies,"Prevalence of unaffordability (PUA), percent",Value,%,Y2020,54.2
905,Lower-middle-income economies,"Prevalence of unaffordability (PUA), percent",Value,%,Y2020,55.4
905,Lower-middle-income economies,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2020,1609.1
905,Lower-middle-income economies,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2020,1739.9
903,High-income economies,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,3.27
903,High-income economies,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
903,High-income economies,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
903,High-income economies,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
903,High-income economies,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
903,High-income economies,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
903,High-income economies,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
903,High-income economies,"Prevalence of unaffordability (PUA), percent",Value,%,Y2020,6.7
903,High-income economies,"Prevalence of unaffordability (PUA), percent",Value,%,Y2020,7.3
903,High-income economies,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2020,94.0
903,High-income economies,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2020,91.0
906,Upper-middle-income economies,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,3.7
906,Upper-middle-income economies,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
906,Upper-middle-income economies,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
906,Upper-middle-income economies,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
906,Upper-middle-income economies,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
906,Upper-middle-income economies,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
906,Upper-middle-income economies,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2020,0.0
906,Upper-middle-income economies,"Prevalence of unaffordability (PUA), percent",Value,%,Y2020,26.5
906,Upper-middle-income economies,"Prevalence of unaffordability (PUA), percent",Value,%,Y2020,25.1
906,Upper-middle-income economies,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2020,744.7
906,Upper-middle-income economies,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2020,698.7
001,World,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2021,3.6
001,World,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2021,0.58
001,World,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2021,1.0
001,World,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2021,0.39
001,World,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2021,0.76
001,World,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2021,0.67
001,World,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2021,0.17
001,World,"Prevalence of unaffordability (PUA), percent",Value,%,Y2021,34.5
001,World,"Prevalence of unaffordability (PUA), percent",Value,%,Y2021,35.6
001,World,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2021,2746.7
001,World,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2021,2831.7
002,Africa,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2021,3.52
002,Africa,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2021,0.65
002,Africa,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2021,1.23
002,Africa,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2021,0.36
002,Africa,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2021,0.64
002,Africa,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2021,0.44
002,Africa,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2021,0.2
002,Africa,"Prevalence of unaffordability (PUA), percent",Value,%,Y2021,64.7
002,Africa,"Prevalence of unaffordability (PUA), percent",Value,%,Y2021,64.6
002,Africa,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2021,915.1
002,Africa,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2021,913.1
014,Eastern Africa,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2021,3.51
014,Eastern Africa,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2021,0.66
014,Eastern Africa,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2021,1.26
014,Eastern Africa,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2021,0.36
014,Eastern Africa,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2021,0.6
014,Eastern Africa,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2021,0.4
014,Eastern Africa,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2021,0.23
014,Eastern Africa,"Prevalence of unaffordability (PUA), percent",Value,%,Y2021,73.8
014,Eastern Africa,"Prevalence of unaffordability (PUA), percent",Value,%,Y2021,73.5
014,Eastern Africa,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2021,341.9
014,Eastern Africa,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2021,340.5
017,Middle Africa,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2021,3.64
017,Middle Africa,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2021,0.75
017,Middle Africa,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2021,1.27
017,Middle Africa,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2021,0.36
017,Middle Africa,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2021,0.73
017,Middle Africa,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2021,0.36
017,Middle Africa,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2021,0.16
017,Middle Africa,"Prevalence of unaffordability (PUA), percent",Value,%,Y2021,78.2
017,Middle Africa,"Prevalence of unaffordability (PUA), percent",Value,%,Y2021,78.9
017,Middle Africa,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2021,151.6
017,Middle Africa,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2021,152.9
015,Northern Africa,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2021,3.65
015,Northern Africa,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2021,0.5
015,Northern Africa,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2021,1.18
015,Northern Africa,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2021,0.47
015,Northern Africa,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2021,0.59
015,Northern Africa,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2021,0.7
015,Northern Africa,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2021,0.2
015,Northern Africa,"Prevalence of unaffordability (PUA), percent",Value,%,Y2021,32.6
015,Northern Africa,"Prevalence of unaffordability (PUA), percent",Value,%,Y2021,32.0
015,Northern Africa,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2021,84.9
015,Northern Africa,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2021,83.4
746,Northern Africa (excluding Sudan),"Prevalence of unaffordability (PUA), percent",Value,%,Y2021,29.7
746,Northern Africa (excluding Sudan),"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2021,63.2
018,Southern Africa,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2021,3.64
018,Southern Africa,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2021,0.58
018,Southern Africa,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2021,1.17
018,Southern Africa,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2021,0.37
018,Southern Africa,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2021,0.79
018,Southern Africa,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2021,0.53
018,Southern Africa,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2021,0.2
018,Southern Africa,"Prevalence of unaffordability (PUA), percent",Value,%,Y2021,61.6
018,Southern Africa,"Prevalence of unaffordability (PUA), percent",Value,%,Y2021,61.7
018,Southern Africa,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2021,43.2
018,Southern Africa,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2021,43.3
011,Western Africa,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2021,3.39
011,Western Africa,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2021,0.65
